"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.382455837462997,0.133048678193047,9
"2","default_glm","roc_auc",0.527967672562511,0.0559160953738831,10
"3","default_glm","tss_max",0.26860211160937,0.0493942416481769,10
"4","default_rf","boyce_cont",0.38235947160844,0.167501890790744,9
"5","default_rf","roc_auc",0.50263462772861,0.0619555988253364,10
"6","default_rf","tss_max",0.262137330117397,0.0632193069306704,10
"7","default_gbm","boyce_cont",0.666090033352323,0.0834501331727306,9
"8","default_gbm","roc_auc",0.502640293367342,0.0633653664734664,10
"9","default_gbm","tss_max",0.263958797900799,0.0682330796680461,10
"10","default_maxent","boyce_cont",0.0702045523445325,0.202054933531799,9
"11","default_maxent","roc_auc",0.536504108005062,0.0488727195408494,10
"12","default_maxent","tss_max",0.274031980798114,0.046883252798595,10
